Id,Chinese,English
Npc_Name_1,,
Npc_Name_2,,
Npc_Name_3,,
Npc_Name_4,,
Npc_Name_5,,
Npc_Name_6,,
Npc_Name_7,,
NpcTask_Name_1001,,
NpcTask_Name_1002,,
NpcTask_Name_1003,,
NpcTask_Name_1004,,
NpcTask_Name_1005,,
NpcTask_Name_1006,,
NpcTask_Name_1007,,
NpcTask_Name_1008,,
NpcTask_Name_1009,,
NpcTask_Name_1010,,
NpcTask_Name_1011,,
NpcTask_Name_1012,,
NpcTask_Name_1013,,
NpcTask_Name_1014,,
NpcTask_Name_1015,,
NpcTask_Name_1016,,
NpcTask_Name_1017,,
NpcTask_Name_1018,,
NpcTask_Name_1019,,
NpcTask_Name_1020,,
NpcTask_Name_1021,,
NpcTask_Name_1022,,
NpcTask_Name_1023,,
NpcTask_Name_1024,,
NpcTask_Name_1025,,
NpcTask_Name_1026,,
NpcTask_Name_1027,,
NpcTask_Name_1028,,
NpcTask_Name_1029,,
NpcTask_Name_1030,,
NpcTask_Name_1031,,
NpcTask_Name_1032,,
NpcTask_Name_1033,,
NpcTask_Name_1034,,
NpcTask_Name_1035,,
NpcTask_Name_1036,,
NpcTask_Name_1037,,
NpcTask_Name_1038,,
NpcTask_Name_1039,,
NpcTask_Name_1040,,
NpcTask_Name_1041,,
NpcTask_Name_1042,,
NpcTask_Name_1043,,
NpcTask_Name_1044,,
NpcTask_Name_1045,,
NpcTask_Name_1046,,
NpcTask_Name_1047,,
NpcTask_Name_1048,,
NpcTask_Name_1049,,
NpcTask_Name_1050,,
NpcTask_Name_2001,,
NpcTask_Name_2002,,
NpcTask_Name_2003,,
NpcTask_Name_2004,,
NpcTask_Name_2005,,
NpcTask_Name_2006,,
NpcTask_Name_2007,,
NpcTask_Name_2008,,
NpcTask_Name_2009,,
NpcTask_Name_2010,,
NpcTask_Name_2011,,
NpcTask_Name_2012,,
NpcTask_Name_2013,,
NpcTask_Name_2014,,
NpcTask_Name_2015,,
NpcTask_Name_2016,,
NpcTask_Name_2017,,
NpcTask_Name_2018,,
NpcTask_Name_2019,,
NpcTask_Name_2020,,
NpcTask_Name_2021,,
NpcTask_Name_2022,,
NpcTask_Name_2023,,
NpcTask_Name_2024,,
NpcTask_Name_2025,,
NpcTask_Name_2026,,
NpcTask_Name_2027,,
NpcTask_Name_2028,,
NpcTask_Name_2029,,
NpcTask_Name_2030,,
NpcTask_Name_2031,,
NpcTask_Name_2032,,
NpcTask_Name_2033,,
NpcTask_Name_2034,,
NpcTask_Name_2035,,
NpcTask_Name_2036,,
NpcTask_Name_2037,,
NpcTask_Name_2038,,
NpcTask_Name_2039,,
NpcTask_Name_2040,,
NpcTask_Name_2041,,
NpcTask_Name_2042,,
NpcTask_Name_2043,,
NpcTask_Name_2044,,
NpcTask_Name_2045,,
NpcTask_Name_2046,,
NpcTask_Name_2047,,
NpcTask_Name_2048,,
NpcTask_Name_2049,,
NpcTask_Name_2050,,
NpcTask_Name_3001,,
NpcTask_Name_3002,,
NpcTask_Name_3003,,
NpcTask_Name_3004,,
NpcTask_Name_3005,,
NpcTask_Name_3006,,
NpcTask_Name_3007,,
NpcTask_Name_3008,,
NpcTask_Name_3009,,
NpcTask_Name_3010,,
NpcTask_Name_3011,,
NpcTask_Name_3012,,
NpcTask_Name_3013,,
NpcTask_Name_3014,,
NpcTask_Name_3015,,
NpcTask_Name_3016,,
NpcTask_Name_3017,,
NpcTask_Name_3018,,
NpcTask_Name_3019,,
NpcTask_Name_3020,,
NpcTask_Name_3021,,
NpcTask_Name_3022,,
NpcTask_Name_3023,,
NpcTask_Name_3024,,
NpcTask_Name_3025,,
NpcTask_Name_3026,,
NpcTask_Name_3027,,
NpcTask_Name_3028,,
NpcTask_Name_3029,,
NpcTask_Name_3030,,
NpcTask_Name_3031,,
NpcTask_Name_3032,,
NpcTask_Name_3033,,
NpcTask_Name_3034,,
NpcTask_Name_3035,,
NpcTask_Name_3036,,
NpcTask_Name_3037,,
NpcTask_Name_3038,,
NpcTask_Name_3039,,
NpcTask_Name_3040,,
NpcTask_Name_3041,,
NpcTask_Name_3042,,
NpcTask_Name_3043,,
NpcTask_Name_3044,,
NpcTask_Name_3045,,
NpcTask_Name_3046,,
NpcTask_Name_3047,,
NpcTask_Name_3048,,
NpcTask_Name_3049,,
NpcTask_Name_3050,,
NpcTask_Name_4001,,
NpcTask_Name_4002,,
NpcTask_Name_4003,,
NpcTask_Name_4004,,
NpcTask_Name_4005,,
NpcTask_Name_4006,,
NpcTask_Name_4007,,
NpcTask_Name_4008,,
NpcTask_Name_4009,,
NpcTask_Name_4010,,
NpcTask_Name_4011,,
NpcTask_Name_4012,,
NpcTask_Name_4013,,
NpcTask_Name_4014,,
NpcTask_Name_4015,,
NpcTask_Name_4016,,
NpcTask_Name_4017,,
NpcTask_Name_4018,,
NpcTask_Name_4019,,
NpcTask_Name_4020,,
NpcTask_Name_4021,,
NpcTask_Name_4022,,
NpcTask_Name_4023,,
NpcTask_Name_4024,,
NpcTask_Name_4025,,
NpcTask_Name_4026,,
NpcTask_Name_4027,,
NpcTask_Name_4028,,
NpcTask_Name_4029,,
NpcTask_Name_4030,,
NpcTask_Name_4031,,
NpcTask_Name_4032,,
NpcTask_Name_4033,,
NpcTask_Name_4034,,
NpcTask_Name_4035,,
NpcTask_Name_4036,,
NpcTask_Name_4037,,
NpcTask_Name_4038,,
NpcTask_Name_4039,,
NpcTask_Name_4040,,
NpcTask_Name_4041,,
NpcTask_Name_4042,,
NpcTask_Name_4043,,
NpcTask_Name_4044,,
NpcTask_Name_4045,,
NpcTask_Name_4046,,
NpcTask_Name_4047,,
NpcTask_Name_4048,,
NpcTask_Name_4049,,
NpcTask_Name_4050,,
NpcTask_Name_5001,,
NpcTask_Name_5002,,
NpcTask_Name_5003,,
NpcTask_Name_5004,,
NpcTask_Name_5005,,
NpcTask_Name_5006,,
NpcTask_Name_5007,,
NpcTask_Name_5008,,
NpcTask_Name_5009,,
NpcTask_Name_5010,,
NpcTask_Name_5011,,
NpcTask_Name_5012,,
NpcTask_Name_5013,,
NpcTask_Name_5014,,
NpcTask_Name_5015,,
NpcTask_Name_5016,,
NpcTask_Name_5017,,
NpcTask_Name_5018,,
NpcTask_Name_5019,,
NpcTask_Name_5020,,
NpcTask_Name_5021,,
NpcTask_Name_5022,,
NpcTask_Name_5023,,
NpcTask_Name_5024,,
NpcTask_Name_5025,,
NpcTask_Name_5026,,
NpcTask_Name_5027,,
NpcTask_Name_5028,,
NpcTask_Name_5029,,
NpcTask_Name_5030,,
NpcTask_Name_5031,,
NpcTask_Name_5032,,
NpcTask_Name_5033,,
NpcTask_Name_5034,,
NpcTask_Name_5035,,
NpcTask_Name_5036,,
NpcTask_Name_5037,,
NpcTask_Name_5038,,
NpcTask_Name_5039,,
NpcTask_Name_5040,,
NpcTask_Name_5041,,
NpcTask_Name_5042,,
NpcTask_Name_5043,,
NpcTask_Name_5044,,
NpcTask_Name_5045,,
NpcTask_Name_5046,,
NpcTask_Name_5047,,
NpcTask_Name_5048,,
NpcTask_Name_5049,,
NpcTask_Name_5050,,
NpcTask_Name_6001,,
NpcTask_Name_6002,,
NpcTask_Name_6003,,
NpcTask_Name_6004,,
NpcTask_Name_6005,,
NpcTask_Name_6006,,
NpcTask_Name_6007,,
NpcTask_Name_6008,,
NpcTask_Name_6009,,
NpcTask_Name_6010,,
NpcTask_Name_6011,,
NpcTask_Name_6012,,
NpcTask_Name_6013,,
NpcTask_Name_6014,,
NpcTask_Name_6015,,
NpcTask_Name_6016,,
NpcTask_Name_6017,,
NpcTask_Name_6018,,
NpcTask_Name_6019,,
NpcTask_Name_6020,,
NpcTask_Name_6021,,
NpcTask_Name_6022,,
NpcTask_Name_6023,,
NpcTask_Name_6024,,
NpcTask_Name_6025,,
NpcTask_Name_6026,,
NpcTask_Name_6027,,
NpcTask_Name_6028,,
NpcTask_Name_6029,,
NpcTask_Name_6030,,
NpcTask_Name_6031,,
NpcTask_Name_6032,,
NpcTask_Name_6033,,
NpcTask_Name_6034,,
NpcTask_Name_6035,,
NpcTask_Name_6036,,
NpcTask_Name_6037,,
NpcTask_Name_6038,,
NpcTask_Name_6039,,
NpcTask_Name_6040,,
NpcTask_Name_6041,,
NpcTask_Name_6042,,
NpcTask_Name_6043,,
NpcTask_Name_6044,,
NpcTask_Name_6045,,
NpcTask_Name_6046,,
NpcTask_Name_6047,,
NpcTask_Name_6048,,
NpcTask_Name_6049,,
NpcTask_Name_6050,,
NpcTask_Name_7001,,
NpcTask_Name_7002,,
NpcTask_Name_7003,,
NpcTask_Name_7004,,
NpcTask_Name_7005,,
NpcTask_Name_7006,,
NpcTask_Name_7007,,
NpcTask_Name_7008,,
NpcTask_Name_7009,,
NpcTask_Name_7010,,
NpcTask_Name_7011,,
NpcTask_Name_7012,,
NpcTask_Name_7013,,
NpcTask_Name_7014,,
NpcTask_Name_7015,,
NpcTask_Name_7016,,
NpcTask_Name_7017,,
NpcTask_Name_7018,,
NpcTask_Name_7019,,
NpcTask_Name_7020,,
NpcTask_Name_7021,,
NpcTask_Name_7022,,
NpcTask_Name_7023,,
NpcTask_Name_7024,,
NpcTask_Name_7025,,
NpcTask_Name_7026,,
NpcTask_Name_7027,,
NpcTask_Name_7028,,
NpcTask_Name_7029,,
NpcTask_Name_7030,,
NpcTask_Name_7031,,
NpcTask_Name_7032,,
NpcTask_Name_7033,,
NpcTask_Name_7034,,
NpcTask_Name_7035,,
NpcTask_Name_7036,,
NpcTask_Name_7037,,
NpcTask_Name_7038,,
NpcTask_Name_7039,,
NpcTask_Name_7040,,
NpcTask_Name_7041,,
NpcTask_Name_7042,,
NpcTask_Name_7043,,
NpcTask_Name_7044,,
NpcTask_Name_7045,,
NpcTask_Name_7046,,
NpcTask_Name_7047,,
NpcTask_Name_7048,,
NpcTask_Name_7049,,
NpcTask_Name_7050,,
NpcTask_Info_1001,,
NpcTask_Info_1002,,
NpcTask_Info_1003,,
NpcTask_Info_1004,,
NpcTask_Info_1005,,
NpcTask_Info_1006,,
NpcTask_Info_1007,,
NpcTask_Info_1008,,
NpcTask_Info_1009,,
NpcTask_Info_1010,,
NpcTask_Info_1011,,
NpcTask_Info_1012,,
NpcTask_Info_1013,,
NpcTask_Info_1014,,
NpcTask_Info_1015,,
NpcTask_Info_1016,,
NpcTask_Info_1017,,
NpcTask_Info_1018,,
NpcTask_Info_1019,,
NpcTask_Info_1020,,
NpcTask_Info_1021,,
NpcTask_Info_1022,,
NpcTask_Info_1023,,
NpcTask_Info_1024,,
NpcTask_Info_1025,,
NpcTask_Info_1026,,
NpcTask_Info_1027,,
NpcTask_Info_1028,,
NpcTask_Info_1029,,
NpcTask_Info_1030,,
NpcTask_Info_1031,,
NpcTask_Info_1032,,
NpcTask_Info_1033,,
NpcTask_Info_1034,,
NpcTask_Info_1035,,
NpcTask_Info_1036,,
NpcTask_Info_1037,,
NpcTask_Info_1038,,
NpcTask_Info_1039,,
NpcTask_Info_1040,,
NpcTask_Info_1041,,
NpcTask_Info_1042,,
NpcTask_Info_1043,,
NpcTask_Info_1044,,
NpcTask_Info_1045,,
NpcTask_Info_1046,,
NpcTask_Info_1047,,
NpcTask_Info_1048,,
NpcTask_Info_1049,,
NpcTask_Info_1050,,
NpcTask_Info_2001,,
NpcTask_Info_2002,,
NpcTask_Info_2003,,
NpcTask_Info_2004,,
NpcTask_Info_2005,,
NpcTask_Info_2006,,
NpcTask_Info_2007,,
NpcTask_Info_2008,,
NpcTask_Info_2009,,
NpcTask_Info_2010,,
NpcTask_Info_2011,,
NpcTask_Info_2012,,
NpcTask_Info_2013,,
NpcTask_Info_2014,,
NpcTask_Info_2015,,
NpcTask_Info_2016,,
NpcTask_Info_2017,,
NpcTask_Info_2018,,
NpcTask_Info_2019,,
NpcTask_Info_2020,,
NpcTask_Info_2021,,
NpcTask_Info_2022,,
NpcTask_Info_2023,,
NpcTask_Info_2024,,
NpcTask_Info_2025,,
NpcTask_Info_2026,,
NpcTask_Info_2027,,
NpcTask_Info_2028,,
NpcTask_Info_2029,,
NpcTask_Info_2030,,
NpcTask_Info_2031,,
NpcTask_Info_2032,,
NpcTask_Info_2033,,
NpcTask_Info_2034,,
NpcTask_Info_2035,,
NpcTask_Info_2036,,
NpcTask_Info_2037,,
NpcTask_Info_2038,,
NpcTask_Info_2039,,
NpcTask_Info_2040,,
NpcTask_Info_2041,,
NpcTask_Info_2042,,
NpcTask_Info_2043,,
NpcTask_Info_2044,,
NpcTask_Info_2045,,
NpcTask_Info_2046,,
NpcTask_Info_2047,,
NpcTask_Info_2048,,
NpcTask_Info_2049,,
NpcTask_Info_2050,,
NpcTask_Info_3001,,
NpcTask_Info_3002,,
NpcTask_Info_3003,,
NpcTask_Info_3004,,
NpcTask_Info_3005,,
NpcTask_Info_3006,,
NpcTask_Info_3007,,
NpcTask_Info_3008,,
NpcTask_Info_3009,,
NpcTask_Info_3010,,
NpcTask_Info_3011,,
NpcTask_Info_3012,,
NpcTask_Info_3013,,
NpcTask_Info_3014,,
NpcTask_Info_3015,,
NpcTask_Info_3016,,
NpcTask_Info_3017,,
NpcTask_Info_3018,,
NpcTask_Info_3019,,
NpcTask_Info_3020,,
NpcTask_Info_3021,,
NpcTask_Info_3022,,
NpcTask_Info_3023,,
NpcTask_Info_3024,,
NpcTask_Info_3025,,
NpcTask_Info_3026,,
NpcTask_Info_3027,,
NpcTask_Info_3028,,
NpcTask_Info_3029,,
NpcTask_Info_3030,,
NpcTask_Info_3031,,
NpcTask_Info_3032,,
NpcTask_Info_3033,,
NpcTask_Info_3034,,
NpcTask_Info_3035,,
NpcTask_Info_3036,,
NpcTask_Info_3037,,
NpcTask_Info_3038,,
NpcTask_Info_3039,,
NpcTask_Info_3040,,
NpcTask_Info_3041,,
NpcTask_Info_3042,,
NpcTask_Info_3043,,
NpcTask_Info_3044,,
NpcTask_Info_3045,,
NpcTask_Info_3046,,
NpcTask_Info_3047,,
NpcTask_Info_3048,,
NpcTask_Info_3049,,
NpcTask_Info_3050,,
NpcTask_Info_4001,,
NpcTask_Info_4002,,
NpcTask_Info_4003,,
NpcTask_Info_4004,,
NpcTask_Info_4005,,
NpcTask_Info_4006,,
NpcTask_Info_4007,,
NpcTask_Info_4008,,
NpcTask_Info_4009,,
NpcTask_Info_4010,,
NpcTask_Info_4011,,
NpcTask_Info_4012,,
NpcTask_Info_4013,,
NpcTask_Info_4014,,
NpcTask_Info_4015,,
NpcTask_Info_4016,,
NpcTask_Info_4017,,
NpcTask_Info_4018,,
NpcTask_Info_4019,,
NpcTask_Info_4020,,
NpcTask_Info_4021,,
NpcTask_Info_4022,,
NpcTask_Info_4023,,
NpcTask_Info_4024,,
NpcTask_Info_4025,,
NpcTask_Info_4026,,
NpcTask_Info_4027,,
NpcTask_Info_4028,,
NpcTask_Info_4029,,
NpcTask_Info_4030,,
NpcTask_Info_4031,,
NpcTask_Info_4032,,
NpcTask_Info_4033,,
NpcTask_Info_4034,,
NpcTask_Info_4035,,
NpcTask_Info_4036,,
NpcTask_Info_4037,,
NpcTask_Info_4038,,
NpcTask_Info_4039,,
NpcTask_Info_4040,,
NpcTask_Info_4041,,
NpcTask_Info_4042,,
NpcTask_Info_4043,,
NpcTask_Info_4044,,
NpcTask_Info_4045,,
NpcTask_Info_4046,,
NpcTask_Info_4047,,
NpcTask_Info_4048,,
NpcTask_Info_4049,,
NpcTask_Info_4050,,
NpcTask_Info_5001,,
NpcTask_Info_5002,,
NpcTask_Info_5003,,
NpcTask_Info_5004,,
NpcTask_Info_5005,,
NpcTask_Info_5006,,
NpcTask_Info_5007,,
NpcTask_Info_5008,,
NpcTask_Info_5009,,
NpcTask_Info_5010,,
NpcTask_Info_5011,,
NpcTask_Info_5012,,
NpcTask_Info_5013,,
NpcTask_Info_5014,,
NpcTask_Info_5015,,
NpcTask_Info_5016,,
NpcTask_Info_5017,,
NpcTask_Info_5018,,
NpcTask_Info_5019,,
NpcTask_Info_5020,,
NpcTask_Info_5021,,
NpcTask_Info_5022,,
NpcTask_Info_5023,,
NpcTask_Info_5024,,
NpcTask_Info_5025,,
NpcTask_Info_5026,,
NpcTask_Info_5027,,
NpcTask_Info_5028,,
NpcTask_Info_5029,,
NpcTask_Info_5030,,
NpcTask_Info_5031,,
NpcTask_Info_5032,,
NpcTask_Info_5033,,
NpcTask_Info_5034,,
NpcTask_Info_5035,,
NpcTask_Info_5036,,
NpcTask_Info_5037,,
NpcTask_Info_5038,,
NpcTask_Info_5039,,
NpcTask_Info_5040,,
NpcTask_Info_5041,,
NpcTask_Info_5042,,
NpcTask_Info_5043,,
NpcTask_Info_5044,,
NpcTask_Info_5045,,
NpcTask_Info_5046,,
NpcTask_Info_5047,,
NpcTask_Info_5048,,
NpcTask_Info_5049,,
NpcTask_Info_5050,,
NpcTask_Info_6001,,
NpcTask_Info_6002,,
NpcTask_Info_6003,,
NpcTask_Info_6004,,
NpcTask_Info_6005,,
NpcTask_Info_6006,,
NpcTask_Info_6007,,
NpcTask_Info_6008,,
NpcTask_Info_6009,,
NpcTask_Info_6010,,
NpcTask_Info_6011,,
NpcTask_Info_6012,,
NpcTask_Info_6013,,
NpcTask_Info_6014,,
NpcTask_Info_6015,,
NpcTask_Info_6016,,
NpcTask_Info_6017,,
NpcTask_Info_6018,,
NpcTask_Info_6019,,
NpcTask_Info_6020,,
NpcTask_Info_6021,,
NpcTask_Info_6022,,
NpcTask_Info_6023,,
NpcTask_Info_6024,,
NpcTask_Info_6025,,
NpcTask_Info_6026,,
NpcTask_Info_6027,,
NpcTask_Info_6028,,
NpcTask_Info_6029,,
NpcTask_Info_6030,,
NpcTask_Info_6031,,
NpcTask_Info_6032,,
NpcTask_Info_6033,,
NpcTask_Info_6034,,
NpcTask_Info_6035,,
NpcTask_Info_6036,,
NpcTask_Info_6037,,
NpcTask_Info_6038,,
NpcTask_Info_6039,,
NpcTask_Info_6040,,
NpcTask_Info_6041,,
NpcTask_Info_6042,,
NpcTask_Info_6043,,
NpcTask_Info_6044,,
NpcTask_Info_6045,,
NpcTask_Info_6046,,
NpcTask_Info_6047,,
NpcTask_Info_6048,,
NpcTask_Info_6049,,
NpcTask_Info_6050,,
NpcTask_Info_7001,,
NpcTask_Info_7002,,
NpcTask_Info_7003,,
NpcTask_Info_7004,,
NpcTask_Info_7005,,
NpcTask_Info_7006,,
NpcTask_Info_7007,,
NpcTask_Info_7008,,
NpcTask_Info_7009,,
NpcTask_Info_7010,,
NpcTask_Info_7011,,
NpcTask_Info_7012,,
NpcTask_Info_7013,,
NpcTask_Info_7014,,
NpcTask_Info_7015,,
NpcTask_Info_7016,,
NpcTask_Info_7017,,
NpcTask_Info_7018,,
NpcTask_Info_7019,,
NpcTask_Info_7020,,
NpcTask_Info_7021,,
NpcTask_Info_7022,,
NpcTask_Info_7023,,
NpcTask_Info_7024,,
NpcTask_Info_7025,,
NpcTask_Info_7026,,
NpcTask_Info_7027,,
NpcTask_Info_7028,,
